CSD Refcode,largest_cavity_diameter,pore_limitinig_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
MUPZEE,2.30497,1.31489,2.30067,8140.27,1.96029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPNOG01,3.90098,3.14753,3.75109,1647.46,1.29143,929.205,719.517,0.0,0.0,307.976,0.18694,0.144754,0.0,0.0,0.0
CADTUA,2.35372,1.27401,2.34684,867.241,1.68621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAWQIF,2.15208,1.46533,2.15208,1933.02,1.64417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUGROM,1.42872,0.73292,1.41572,551.325,2.26674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAWQUR,2.1458,1.61985,2.1458,1706.44,1.65212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATART04,2.83071,2.03893,2.83071,936.068,1.59072,0.0,0.0,13.189,8.29119,0.0,0.0,0.0,31.3208,0.03346,0.0210344
GUMHUT,2.01015,0.85084,1.99124,899.595,1.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATART08,2.82121,2.04973,2.82121,934.813,1.59286,0.0,0.0,12.9901,8.15523,0.0,0.0,0.0,28.7922,0.0308,0.0193363
DIPNOG,3.86209,3.1368,3.42138,1639.67,1.29756,915.525,705.572,0.0,0.0,315.964,0.1927,0.148509,0.0,0.0,0.0
EBEZAO,2.44126,1.40853,2.15405,1169.11,2.06992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOFAM,1.67644,0.97489,1.67644,789.87,1.74973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZAFIS,4.56554,2.72091,4.56554,789.923,1.67338,1311.6,783.805,0.0,0.0,242.317,0.30676,0.183318,0.0,0.0,0.0
CAASCO04,2.03314,1.11227,1.90756,787.003,1.79911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBCAP,3.0018,1.7719,2.94888,1452.5,1.62031,0.0,0.0,89.2984,55.112,0.0,0.0,0.0,54.7013,0.03766,0.0232425
GAWKUK,6.02519,5.80614,6.02519,2040.33,1.62942,1300.3,798.01,0.0,0.0,623.649,0.30566,0.187588,0.0,0.0,0.0
HOMMIG,2.15701,1.02036,2.15701,1039.34,1.73506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQUYUH,2.84397,1.25184,2.3812,2123.48,1.29011,0.0,0.0,14.8738,11.5291,0.0,0.0,0.0,10.3626,0.00488,0.00378262
CUGREC,1.63776,0.90099,1.44959,1127.31,2.21715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATART03,2.68763,1.94864,2.68568,937.313,1.58861,0.0,0.0,1.31935,0.830506,0.0,0.0,0.0,0.0,0.0,0.0
ECOPUI,2.26404,1.50959,2.26404,1603.11,1.44339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATART06,2.72824,1.9206,2.72643,920.972,1.6168,0.0,0.0,2.28927,1.41593,0.0,0.0,0.0,0.0,0.0,0.0
FETMOH,2.06558,1.11054,2.05978,1229.03,1.62281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASALA03,1.85505,1.38297,1.85505,1438.45,1.6177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FADTEL,1.68836,0.8864,1.68364,961.453,1.70771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GINVAB,2.19521,1.02924,1.93159,978.08,1.98757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADTUA01,2.12289,1.29234,2.12289,867.226,1.68623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOPUI01,2.25034,1.40136,2.14083,1593.31,1.45227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAWQOL,2.00403,1.52999,2.0037,1747.72,1.68156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOYWOI,2.01839,1.09046,1.93813,1100.75,1.80856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GADFOG01,2.38521,1.706,2.27459,3614.75,1.43126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASALA02,1.82267,1.36422,1.82267,1431.26,1.62583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXUFAG,1.67796,0.96637,1.54655,487.105,2.15512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOLWEL,2.53433,1.23243,2.53414,421.355,1.60906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAHCIT01,2.77629,1.16535,2.64736,1045.36,1.69152,0.0,0.0,13.2992,7.8623,0.0,0.0,0.0,0.0,0.0,0.0
BEPNUI,1.76991,1.23654,1.64588,529.742,1.89502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOYWUO,2.17424,1.13062,1.9829,1645.16,1.54365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMMEC,2.18436,1.04836,2.18436,1037.86,1.80286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEGWER,2.82044,1.62644,2.76854,1401.33,1.9732,0.0,0.0,28.483,14.4349,0.0,0.0,0.0,13.2846,0.00948,0.00480437
CUKGAT,4.29878,3.24234,4.27898,1961.43,1.40151,674.171,481.031,0.0,0.0,279.464,0.14248,0.101662,0.0,0.0,0.0
GIHWOJ01,1.88657,1.01174,1.83082,409.312,1.62473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAASCO03,2.04456,1.12181,1.91677,790.965,1.7901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEZRIP,3.34069,1.5618,3.34069,801.119,1.80074,0.0,0.0,240.073,133.319,0.0,0.0,0.0,60.148,0.07508,0.041694
ECEDEY,2.45878,1.23416,2.19894,2534.04,1.41156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATART07,2.8183,2.03242,2.8183,936.31,1.59031,0.0,0.0,14.6578,9.21695,0.0,0.0,0.0,23.2579,0.02484,0.0156196
GADFOG,2.45472,1.86528,2.45472,1807.41,1.39419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GECYES,1.89141,1.05497,1.82491,1284.34,1.84293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAGLIS11,2.07718,0.76918,2.07718,758.993,1.74314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOFOA,1.56174,0.98211,1.56174,1057.79,1.79716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GISVIN,6.73738,6.21,6.73738,890.629,0.90486,1850.69,2045.28,0.0,0.0,462.824,0.51966,0.574299,0.0,0.0,0.0
ASOVEL,2.20753,1.18582,2.13914,3113.35,1.34568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMMOM,2.02345,1.42312,2.01315,1136.55,1.69193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QEHJUJ,1.76762,0.77426,1.66547,1043.99,1.79583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIWLIQ,1.93787,1.19067,1.91843,980.838,1.81637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAVHOH,3.03289,1.44661,3.00998,3836.32,1.53919,0.0,0.0,64.477,41.8901,0.0,0.0,0.0,119.003,0.03102,0.0201534
QUVGOE,4.45506,2.97678,4.45506,1242.63,1.68432,782.621,464.65,0.0,0.0,235.976,0.1899,0.112746,0.0,0.0,0.0
KAWFOD,1.86911,1.21366,1.86602,766.691,1.79501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PONWIB,2.88917,1.95194,2.63959,1474.6,1.64096,0.0,0.0,35.7566,21.7901,0.0,0.0,0.0,45.5947,0.03092,0.0188426
RAKYUX01,1.98726,0.96662,1.96701,691.609,1.74019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOQNOY,4.85769,2.26863,4.70799,3513.64,1.51918,0.0,0.0,904.625,595.467,0.0,0.0,0.0,688.182,0.19586,0.128924
REZWIE,1.87117,1.12531,1.73839,508.317,1.62753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOYXEZ,2.79241,1.25646,1.76475,1846.96,1.46972,0.0,0.0,6.67305,4.54037,0.0,0.0,0.0,0.0,0.0,0.0
QQQAEA01,1.97765,1.06349,1.96743,1823.39,1.69172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUCNOO03,2.09642,1.17158,2.09642,485.913,1.77845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUJKEM,1.36433,0.73947,1.36433,742.789,2.11207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QALQEC,2.74768,1.91614,2.73865,1559.3,1.41138,0.0,0.0,7.5189,5.32733,0.0,0.0,0.0,9.41816,0.00604,0.00427949
MUCNOO01,2.0911,1.31833,2.0911,485.963,1.77827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWETAF01,1.75972,0.85407,1.75972,425.242,1.76654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAQSAW,2.53798,1.43192,2.51849,1917.25,1.78535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEYCIA,1.47199,0.81569,1.40803,1061.25,1.78009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIYWED,4.14472,3.54746,4.1376,3638.08,1.55276,565.39,364.119,0.0,0.0,440.645,0.12112,0.0780031,0.0,0.0,0.0
ISEQIH,3.10928,2.44096,3.07692,947.062,1.87421,0.0,0.0,99.9615,53.3354,0.0,0.0,0.0,47.8456,0.05052,0.0269554
JAFWUI02,2.79123,1.59435,2.79123,1286.63,1.46732,0.0,0.0,12.5259,8.53664,0.0,0.0,0.0,31.8056,0.02472,0.0168471
JAKCAC,4.53841,3.96072,4.52397,1007.98,1.03556,1588.73,1534.18,0.0,0.0,361.239,0.35838,0.346073,0.0,0.0,0.0
PIVHIO,1.86838,0.90056,1.86771,1857.32,1.75374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSAVUA,2.19577,1.45418,2.19358,1774.06,1.43166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUPLOY,4.98742,1.42414,2.08247,3122.55,1.26248,0.0,0.0,420.065,332.729,0.0,0.0,0.0,328.305,0.10514,0.0832805
IWIMIL,1.97753,0.98511,1.9606,742.213,1.81848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIWKEH01,1.8799,1.1455,1.8799,1345.49,1.65033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEBTIA,2.0968,1.29307,1.8843,1339.22,1.51931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMARAV,2.3779,0.9693,2.24609,696.851,1.81273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAKYUX,1.98281,0.95986,1.90199,689.48,1.74556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORUKIX,2.91163,1.94483,2.89972,2684.86,1.50663,0.0,0.0,6.07506,4.03223,0.0,0.0,0.0,0.0,0.0,0.0
QOSXON,2.30304,1.60578,2.29761,577.551,1.49627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANHIU,2.07239,0.84941,2.07239,796.053,1.97075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOPBIC,4.76625,4.57894,4.76625,485.8,1.97698,1518.61,768.15,0.0,0.0,127.668,0.2628,0.13293,0.0,0.0,0.0
OSAWEL,2.02271,1.32253,2.02271,650.528,1.57897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICONIY,5.05322,4.52963,5.05322,1182.95,1.20843,1698.28,1405.36,0.0,0.0,413.253,0.34934,0.289087,0.0,0.0,0.0
PIJHAS,2.00948,0.88864,2.00948,950.466,1.90912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTOWIG,2.38448,1.34083,2.32131,1837.29,1.47652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWETAF,1.75699,0.85321,1.7118,425.104,1.76712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUCNOO,2.05628,1.20661,2.04129,480.775,1.79745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOQCED,1.93864,0.99053,1.77414,1515.18,1.77234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSAWAH,2.12093,0.90497,2.12093,490.902,1.84165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAFWUI,2.74273,1.60842,2.74273,1292.34,1.46084,0.0,0.0,5.41215,3.70482,0.0,0.0,0.0,10.4163,0.00806,0.00551738
LIWKEH,1.92929,1.12949,1.90366,1345.49,1.65033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZACEU,2.19129,1.70356,2.1571,1853.98,1.44539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUZCIA,2.32996,1.35984,2.01876,1488.06,1.51917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUFJIO,2.55888,1.80601,2.54156,1195.38,1.54599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VATTAM,1.61467,1.02659,1.51914,1881.26,2.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUHWEA,2.68158,1.75358,2.65713,1204.07,1.52372,0.0,0.0,0.420888,0.276224,0.0,0.0,0.0,0.0,0.0,0.0
XEHXIT,2.53751,0.99238,2.28408,2934.83,2.0444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUFSAT,3.89191,3.15385,3.89191,1830.67,1.22752,1340.02,1091.64,0.0,0.0,543.123,0.29668,0.24169,0.0,0.0,0.0
ZOMREA,1.81824,0.96339,1.50567,2374.47,2.71226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUCBON,2.77027,1.39952,2.21852,2729.46,1.48096,0.0,0.0,6.02882,4.07088,0.0,0.0,0.0,0.0,0.0,0.0
UTUSUY,2.96862,1.58856,2.96862,2847.76,1.77914,0.0,0.0,40.6386,22.8417,0.0,0.0,0.0,48.9814,0.0172,0.0096676
TACPIA,2.69369,1.12491,2.31222,1858.93,1.7379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUKVIF,4.31768,3.43474,4.28788,1922.53,1.42987,610.587,427.024,0.0,0.0,256.773,0.13356,0.0934072,0.0,0.0,0.0
YIRFEN,2.66351,1.75739,2.66351,1753.08,1.63062,0.0,0.0,0.208167,0.127662,0.0,0.0,0.0,0.0,0.0,0.0
TAVGUW,2.04537,1.29712,1.97047,1734.78,1.56361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIDMAD,2.99754,2.47645,2.98986,2519.19,1.29864,0.0,0.0,62.2605,47.9427,0.0,0.0,0.0,76.2306,0.03026,0.0233012
WUKYIN,4.30528,3.4453,4.27667,1253.35,1.53835,457.937,297.68,0.0,0.0,138.645,0.11062,0.0719081,0.0,0.0,0.0
XEQMOV02,2.35596,1.02027,1.99631,1652.17,1.47296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XEQMOV,2.34557,1.01373,1.98802,1643.23,1.48097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WUWRUC,2.15551,1.29935,2.10981,1212.7,1.55775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECSOJ,5.14487,4.42437,4.83942,479.399,0.901306,2542.99,2821.45,0.0,0.0,234.11,0.48834,0.541814,0.0,0.0,0.0
TODJEB,9.59615,7.35475,9.59615,5171.78,0.696738,2209.84,3171.69,0.0,0.0,2900.95,0.56092,0.805066,0.0,0.0,0.0
TAVGOQ,2.24456,1.23671,2.14459,623.915,1.71552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAVHOR,5.03812,1.04213,5.03812,1757.09,1.41508,0.0,0.0,578.205,408.602,0.0,0.0,0.0,239.983,0.13658,0.0965173
SOHZEX,3.56883,3.0286,3.56883,1676.86,1.38773,841.934,606.697,0.0,0.0,289.058,0.17238,0.124217,0.0,0.0,0.0
VECCUC,1.67129,0.74295,1.52573,532.925,2.92304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIRSUG,1.90777,0.7753,1.90284,1039.21,3.28152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOJTUC,3.81706,1.57941,3.79985,2968.79,2.11025,0.0,0.0,422.433,200.182,0.0,0.0,0.0,352.692,0.1188,0.0562967
ANINAN,2.39008,1.20044,2.38081,2394.05,1.59912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOHYIZ,1.62371,0.63899,1.62371,892.536,2.41077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILUWUH01,2.15212,1.15277,2.15135,883.314,2.1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEGPOU,1.97786,0.81383,1.97786,1632.8,2.48903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOHYEV,1.50333,0.86499,1.50333,347.091,2.70775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDIYOJ,4.21989,2.74244,4.20892,5688.88,1.86549,485.984,260.513,0.0,0.0,644.55,0.1133,0.0607348,0.0,0.0,0.0
OCORIK01,1.87145,1.37484,1.87145,927.169,2.32125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOXDID,1.92877,1.00899,1.92877,696.804,2.74461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMSIX,2.73015,1.31474,2.73015,1828.81,1.38874,0.0,0.0,1.79592,1.2932,0.0,0.0,0.0,0.0,0.0,0.0
UHOSUG,1.5752,0.7006,1.56613,1048.92,3.33603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAWTAO,2.01996,1.01056,1.83235,2971.41,2.35163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVACIA,1.78752,1.06368,1.67976,861.821,2.21991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCUMUU01,2.43678,0.9487,2.43678,907.139,1.82369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILUWUH02,2.43702,1.88621,2.38687,889.619,2.15055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XAHZIQ,2.02077,0.73351,2.01783,716.829,2.61286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BESXED,1.51269,0.77632,1.31662,390.482,2.41543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAVMEX,2.38192,1.17637,2.3545,953.132,1.79884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYGAY,1.63681,0.92057,1.6183,802.2,3.59275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUZHEU,2.18403,0.90471,2.18403,468.116,2.25953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WERHOR,1.56592,1.20231,1.56592,511.228,2.81896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUXBUX,4.31898,1.81533,4.31898,1240.65,1.56924,0.0,0.0,560.037,356.884,0.0,0.0,0.0,159.151,0.12828,0.0817465
KOLLON,1.81623,0.96393,1.80724,1926.3,2.15976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAVYOX,2.34265,0.85827,2.34007,2278.1,2.3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIRTAN,1.71264,0.90411,1.69368,910.806,2.32261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOTYUL,2.43343,1.10566,2.43228,925.933,1.88753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOJVEO,2.5285,1.40627,2.50363,5425.63,1.47986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUZSIJ,2.27784,1.35015,1.91208,871.506,1.94213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAVYOX01,2.33905,0.83563,2.26668,2294.0,2.32825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSOLIU,1.75638,1.05877,1.75471,1201.89,3.40964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAPREQ,3.03857,1.27747,3.03857,3579.39,1.70073,0.0,0.0,31.0284,18.2442,0.0,0.0,0.0,41.6641,0.01164,0.00684413
POQGIO,2.06188,1.03668,1.65109,491.963,2.21457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCORIK,1.88373,1.37641,1.88373,927.169,2.32125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEYHAZ,2.2527,1.1531,2.0017,627.881,2.11611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINLIG,1.66294,1.21468,1.55527,682.199,2.03078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QURJES,1.74522,1.02431,1.67236,857.476,1.96833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILUWUH,2.12436,1.13045,2.11632,876.97,2.18156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SINYAS,2.19526,1.17922,2.19526,2054.77,1.62386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUZHAQ,2.18277,0.88411,2.0396,467.636,2.26185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPUHUW,1.95297,1.06679,1.9182,1479.63,1.82334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAFPOX,3.0067,1.4282,3.0067,2014.82,1.73299,0.0,0.0,22.8887,13.2076,0.0,0.0,0.0,32.9221,0.01634,0.00942878
GARZIL,1.73566,0.82903,1.29017,1277.69,5.63804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPMIP,5.62472,3.56675,5.61904,3992.62,1.35313,1588.09,1173.65,0.0,0.0,1240.19,0.31062,0.229557,0.0,0.0,0.0
AKEFAA,1.32345,0.60659,1.27736,872.131,1.8371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CISJEU,2.02684,1.22378,1.93013,1140.01,2.02511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGUDUB,3.5075,1.20763,3.19229,10887.6,1.20936,0.0,0.0,143.559,118.707,0.0,0.0,0.0,348.838,0.03204,0.0264934
EVAJUG,2.90919,1.67431,2.89837,2494.72,1.85952,0.0,0.0,25.4933,13.7096,0.0,0.0,0.0,38.2191,0.01532,0.00823869
CEFHOM,2.49189,0.4525,1.6983,1361.34,2.04863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DURMEJ,1.69425,1.03064,1.51931,934.043,1.68714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APIQAS,2.37681,1.45559,2.34284,2140.84,1.57501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIYNEE,2.6956,1.33345,2.67045,6959.07,2.13553,0.0,0.0,0.05244,0.0245559,0.0,0.0,0.0,0.0,0.0,0.0
BIXYUE,2.70392,1.3527,2.61973,6936.99,2.149,0.0,0.0,0.187822,0.0873999,0.0,0.0,0.0,0.0,0.0,0.0
DUFGOB,4.73536,3.91356,4.73536,4086.88,1.78265,384.662,215.781,0.0,0.0,330.302,0.08082,0.045337,0.0,0.0,0.0
COQTAE,2.4198,1.30958,2.4198,1152.14,1.42617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIYNII,2.70246,1.32917,2.69039,6949.87,2.14341,0.0,0.0,0.105019,0.0489961,0.0,0.0,0.0,0.0,0.0,0.0
FAFDEX,2.32016,1.56088,2.29209,581.243,2.49975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECACUK,3.93598,1.79368,3.87321,4455.05,1.26773,0.0,0.0,411.799,324.832,0.0,0.0,0.0,537.011,0.12054,0.0950835
EJODOY,2.39666,1.38054,2.39289,3763.86,1.44145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAYGOB,1.98002,1.29617,1.98002,573.743,2.6869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATITAY,2.27582,1.33262,2.26915,1991.92,1.1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEFHOM01,2.41114,0.40602,2.41114,1357.18,2.0549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVANOD,2.80306,1.1554,2.73624,1251.57,1.50088,0.0,0.0,2.87992,1.91883,0.0,0.0,0.0,0.0,0.0,0.0
FAFMAD,1.92717,1.29264,1.73239,521.145,1.69667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATIVIL,1.91974,0.61434,1.91763,3198.25,1.65091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWADAH,1.91605,1.44991,1.75473,1175.33,1.76464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOHVOM,1.55329,1.03961,1.48149,6848.19,2.39933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWOLUU,1.90262,0.96112,1.85718,1940.36,1.62477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDUPUP,3.0333,2.29143,3.02861,928.009,1.59612,0.0,0.0,80.4303,50.3912,0.0,0.0,0.0,38.1968,0.04116,0.0257876
